userId,recommendations
465,"['High Noon (1952)', 'Unforgiven (1992)', 'McCabe & Mrs. Miller (1971)', 'Searchers, The (1956)', 'Cimarron (1931)']"
466,"['Bed of Roses (1996)', 'Persuasion (1995)', 'When Night Is Falling (1995)', 'Leaving Las Vegas (1995)', 'How to Make an American Quilt (1995)']"
467,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
468,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
469,"['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Excalibur (1981)', 'Sinbad and the Eye of the Tiger (1977)', 'Lord of the Rings: The Two Towers, The (2002)', 'Harry Potter and the Chamber of Secrets (2002)']"
470,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
471,"['Children of Dune (2003)', 'Ghostbusters II (1989)', 'League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)', 'Weird Science (1985)', 'Visitors, The (Visiteurs, Les) (1993)']"
472,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
473,"[""Man Bites Dog (C'est arrivé près de chez vous) (1992)"", 'Freeway (1996)', 'Beautiful Creatures (2000)', 'Confessions of a Dangerous Mind (2002)', 'Fargo (1996)']"
474,"['Bad Company (1995)', 'Dead Presidents (1995)', 'Fast Five (Fast and the Furious 5, The) (2011)', 'Faster Pussycat! Kill! Kill! (1965)', 'Need for Speed (2014)']"
475,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
476,"['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Excalibur (1981)', 'Sinbad and the Eye of the Tiger (1977)', 'Lord of the Rings: The Two Towers, The (2002)', 'Harry Potter and the Chamber of Secrets (2002)']"
477,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
478,"['Boot, Das (Boat, The) (1981)', 'Apocalypse Now (1979)', 'All Quiet on the Western Front (1930)', 'Saving Private Ryan (1998)', 'Thin Red Line, The (1998)']"
479,"['Librarian: Quest for the Spear, The (2004)', 'Jewel of the Nile, The (1985)', 'Last Action Hero (1993)', 'Three Musketeers, The (1993)', 'Romancing the Stone (1984)']"
480,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
481,"['Space Jam (1996)', 'Planet 51 (2009)', 'Meet the Robinsons (2007)', 'Chicken Little (2005)', 'Home (2015)']"
482,"['Surviving the Game (1994)', 'Rock, The (1996)', 'Executive Decision (1996)', 'Broken Arrow (1996)', 'Cliffhanger (1993)']"
483,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
484,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
485,"['Bad Company (1995)', 'Dead Presidents (1995)', 'Fast Five (Fast and the Furious 5, The) (2011)', 'Faster Pussycat! Kill! Kill! (1965)', 'Need for Speed (2014)']"
486,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
487,"['Rififi (Du rififi chez les hommes) (1955)', 'This Gun for Hire (1942)', 'Devil in a Blue Dress (1995)', 'M (1931)', ""Miller's Crossing (1990)""]"
488,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
489,"['Guns of Navarone, The (1961)', ""Von Ryan's Express (1965)"", 'Captain Horatio Hornblower R.N. (1951)', 'Empire of the Sun (1987)', 'Big Red One, The (1980)']"
490,"['Bed of Roses (1996)', 'Persuasion (1995)', 'When Night Is Falling (1995)', 'Leaving Las Vegas (1995)', 'How to Make an American Quilt (1995)']"
491,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
492,"[""Man Bites Dog (C'est arrivé près de chez vous) (1992)"", 'Freeway (1996)', 'Beautiful Creatures (2000)', 'Confessions of a Dangerous Mind (2002)', 'Fargo (1996)']"
493,"['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Excalibur (1981)', 'Sinbad and the Eye of the Tiger (1977)', 'Lord of the Rings: The Two Towers, The (2002)', 'Harry Potter and the Chamber of Secrets (2002)']"
494,"['Bed of Roses (1996)', 'Persuasion (1995)', 'When Night Is Falling (1995)', 'Leaving Las Vegas (1995)', 'How to Make an American Quilt (1995)']"
495,"[""Man Bites Dog (C'est arrivé près de chez vous) (1992)"", 'Freeway (1996)', 'Beautiful Creatures (2000)', 'Confessions of a Dangerous Mind (2002)', 'Fargo (1996)']"
496,"['Postman Always Rings Twice, The (1946)', 'Key Largo (1948)', 'One False Move (1992)', 'Strangers on a Train (1951)', 'High Sierra (1941)']"
497,"['Postman, The (Postino, Il) (1994)', 'Something to Talk About (1995)', 'Mighty Aphrodite (1995)', 'American President, The (1995)', 'Beautiful Girls (1996)']"
498,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
499,"['Land and Freedom (Tierra y libertad) (1995)', ""Schindler's List (1993)"", 'Walking Dead, The (1995)', 'Before the Rain (Pred dozhdot) (1994)', 'Misérables, Les (1995)']"
500,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
501,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
502,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
503,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
504,"['Postman, The (Postino, Il) (1994)', 'Something to Talk About (1995)', 'Mighty Aphrodite (1995)', 'American President, The (1995)', 'Beautiful Girls (1996)']"
505,"['Boot, Das (Boat, The) (1981)', 'Apocalypse Now (1979)', 'All Quiet on the Western Front (1930)', 'Saving Private Ryan (1998)', 'Thin Red Line, The (1998)']"
506,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
507,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
508,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
509,"['Miracle Mile (1989)', 'Solaris (2002)', 'Eternal Sunshine of the Spotless Mind (2004)', 'Youth Without Youth (2007)', 'Forever Young (1992)']"
510,"['Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Face/Off (1997)', 'Killer, The (Die xue shuang xiong) (1989)', 'Clear and Present Danger (1994)', 'Last Man Standing (1996)']"
511,"['Guns of Navarone, The (1961)', ""Von Ryan's Express (1965)"", 'Captain Horatio Hornblower R.N. (1951)', 'Empire of the Sun (1987)', 'Big Red One, The (1980)']"
512,"['Timecop (1994)', 'Blade Runner (1982)', 'Screamers (1995)', 'Virtuosity (1995)', 'Johnny Mnemonic (1995)']"
513,"['Following (1998)', 'Reservoir Dogs (1992)', 'Dial M for Murder (1954)', 'Basic Instinct (1992)', 'Switchback (1997)']"
514,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
515,"[""Man Bites Dog (C'est arrivé près de chez vous) (1992)"", 'Freeway (1996)', 'Beautiful Creatures (2000)', 'Confessions of a Dangerous Mind (2002)', 'Fargo (1996)']"
516,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
517,"['And Starring Pancho Villa as Himself (2003)', ""Kelly's Heroes (1970)"", 'Hot Shots! (1991)', 'Operation Dumbo Drop (1995)', 'Operation Petticoat (1959)']"
518,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
519,"[""Man Bites Dog (C'est arrivé près de chez vous) (1992)"", 'Freeway (1996)', 'Beautiful Creatures (2000)', 'Confessions of a Dangerous Mind (2002)', 'Fargo (1996)']"
520,"['Underneath (1995)', 'Rear Window (1954)', 'True Crime (1996)', 'Absolute Power (1997)', 'Just Cause (1995)']"
521,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
522,"['Postman, The (Postino, Il) (1994)', 'Something to Talk About (1995)', 'Mighty Aphrodite (1995)', 'American President, The (1995)', 'Beautiful Girls (1996)']"
523,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
524,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
525,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
526,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
527,"['Waterworld (1995)', 'Rogue (2007)', 'Heavy Metal (1981)', 'Sharknado 4: The 4th Awakens (2016)', 'Star Wars: Episode IV - A New Hope (1977)']"
528,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
529,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
530,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
531,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
532,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
533,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
534,"['Guns of Navarone, The (1961)', ""Von Ryan's Express (1965)"", 'Captain Horatio Hornblower R.N. (1951)', 'Empire of the Sun (1987)', 'Big Red One, The (1980)']"
535,"[""Man Bites Dog (C'est arrivé près de chez vous) (1992)"", 'Freeway (1996)', 'Beautiful Creatures (2000)', 'Confessions of a Dangerous Mind (2002)', 'Fargo (1996)']"
536,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
537,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
538,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
539,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
540,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
541,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
542,"['Land and Freedom (Tierra y libertad) (1995)', ""Schindler's List (1993)"", 'Walking Dead, The (1995)', 'Before the Rain (Pred dozhdot) (1994)', 'Misérables, Les (1995)']"
543,"['Seconds (1966)', 'Unforgettable (1996)', 'Narcopolis (2014)', 'Stepford Wives, The (1975)', 'District 9 (2009)']"
544,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
545,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
546,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
547,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
548,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
549,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
550,"['Following (1998)', 'Reservoir Dogs (1992)', 'Dial M for Murder (1954)', 'Basic Instinct (1992)', 'Switchback (1997)']"
551,"['Underneath (1995)', 'Rear Window (1954)', 'True Crime (1996)', 'Absolute Power (1997)', 'Just Cause (1995)']"
552,"['Bed of Roses (1996)', 'Persuasion (1995)', 'When Night Is Falling (1995)', 'Leaving Las Vegas (1995)', 'How to Make an American Quilt (1995)']"
553,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
554,"['Blue in the Face (1995)', 'Nobody Loves Me (Keiner liebt mich) (1994)', 'In the Bleak Midwinter (1995)', ""Antonia's Line (Antonia) (1995)"", 'Big Bully (1996)']"
555,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
556,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
557,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
558,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
559,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
560,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
561,"['Land and Freedom (Tierra y libertad) (1995)', ""Schindler's List (1993)"", 'Walking Dead, The (1995)', 'Before the Rain (Pred dozhdot) (1994)', 'Misérables, Les (1995)']"
562,"['Space Jam (1996)', 'Planet 51 (2009)', 'Meet the Robinsons (2007)', 'Chicken Little (2005)', 'Home (2015)']"
563,"['Psycho (1998)', 'Last House on the Left, The (1972)', 'Henry: Portrait of a Serial Killer (1986)', 'FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002)', 'Cure (1997)']"
564,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
565,"['Children of Dune (2003)', 'Ghostbusters II (1989)', 'League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)', 'Weird Science (1985)', 'Visitors, The (Visiteurs, Les) (1993)']"
566,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
567,"['Postman, The (Postino, Il) (1994)', 'Something to Talk About (1995)', 'Mighty Aphrodite (1995)', 'American President, The (1995)', 'Beautiful Girls (1996)']"
568,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
569,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
570,"['Bad Company (1995)', 'Dead Presidents (1995)', 'Fast Five (Fast and the Furious 5, The) (2011)', 'Faster Pussycat! Kill! Kill! (1965)', 'Need for Speed (2014)']"
571,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
572,"['Life Is Beautiful (La Vita è bella) (1997)', 'Waiting to Exhale (1995)', 'Train of Life (Train de vie) (1998)', 'Tiger and the Snow, The (La tigre e la neve) (2005)', 'I Served the King of England (Obsluhoval jsem anglického krále) (2006)']"
573,"[""We're Back! A Dinosaur's Story (1993)"", 'Black Cauldron, The (1985)', 'Epic (2013)', 'Lord of the Rings, The (1978)', 'Light Years (Gandahar) (1988)']"
574,"['Timecop (1994)', 'Blade Runner (1982)', 'Screamers (1995)', 'Virtuosity (1995)', 'Johnny Mnemonic (1995)']"
575,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
576,"['Hobbit: The Desolation of Smaug, The (2013)', 'Alice in Wonderland (2010)', 'Harry Potter and the Goblet of Fire (2005)', 'Jack the Giant Slayer (2013)', 'Hobbit: An Unexpected Journey, The (2012)']"
577,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
578,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
579,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
580,"['Rififi (Du rififi chez les hommes) (1955)', 'This Gun for Hire (1942)', 'Devil in a Blue Dress (1995)', 'M (1931)', ""Miller's Crossing (1990)""]"
581,"['Boot, Das (Boat, The) (1981)', 'Apocalypse Now (1979)', 'All Quiet on the Western Front (1930)', 'Saving Private Ryan (1998)', 'Thin Red Line, The (1998)']"
582,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
583,"[""We're Back! A Dinosaur's Story (1993)"", 'Black Cauldron, The (1985)', 'Epic (2013)', 'Lord of the Rings, The (1978)', 'Light Years (Gandahar) (1988)']"
584,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
585,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
586,"[""Man Bites Dog (C'est arrivé près de chez vous) (1992)"", 'Freeway (1996)', 'Beautiful Creatures (2000)', 'Confessions of a Dangerous Mind (2002)', 'Fargo (1996)']"
587,"['Dogma (1999)', 'Erik the Viking (1989)', 'Adventures of Baron Munchausen, The (1988)', 'Hook (1991)', 'Black Knight (2001)']"
588,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
589,"['Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Face/Off (1997)', 'Killer, The (Die xue shuang xiong) (1989)', 'Clear and Present Danger (1994)', 'Last Man Standing (1996)']"
590,"[""We're Back! A Dinosaur's Story (1993)"", 'Black Cauldron, The (1985)', 'Epic (2013)', 'Lord of the Rings, The (1978)', 'Light Years (Gandahar) (1988)']"
591,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
592,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
593,"['Postman, The (Postino, Il) (1994)', 'Something to Talk About (1995)', 'Mighty Aphrodite (1995)', 'American President, The (1995)', 'Beautiful Girls (1996)']"
594,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
595,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
596,"[""Man Bites Dog (C'est arrivé près de chez vous) (1992)"", 'Freeway (1996)', 'Beautiful Creatures (2000)', 'Confessions of a Dangerous Mind (2002)', 'Fargo (1996)']"
597,"[""We're Back! A Dinosaur's Story (1993)"", 'Black Cauldron, The (1985)', 'Epic (2013)', 'Lord of the Rings, The (1978)', 'Light Years (Gandahar) (1988)']"
598,"['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Excalibur (1981)', 'Sinbad and the Eye of the Tiger (1977)', 'Lord of the Rings: The Two Towers, The (2002)', 'Harry Potter and the Chamber of Secrets (2002)']"
599,"['Life Is Beautiful (La Vita è bella) (1997)', 'Waiting to Exhale (1995)', 'Train of Life (Train de vie) (1998)', 'Tiger and the Snow, The (La tigre e la neve) (2005)', 'I Served the King of England (Obsluhoval jsem anglického krále) (2006)']"
600,"['Friday (1995)', 'Bio-Dome (1996)', 'Ace Ventura: When Nature Calls (1995)', 'Black Sheep (1996)', 'Four Rooms (1995)']"
601,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
602,"['Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Face/Off (1997)', 'Killer, The (Die xue shuang xiong) (1989)', 'Clear and Present Danger (1994)', 'Last Man Standing (1996)']"
603,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
604,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
605,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
606,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
607,"['Croods, The (2013)', 'Family Guy Presents Stewie Griffin: The Untold Story (2005)', 'Ice Age 4: Continental Drift (2012)', 'ParaNorman (2012)', 'Monsters University (2013)']"
608,"['Space Jam (1996)', 'Planet 51 (2009)', 'Meet the Robinsons (2007)', 'Chicken Little (2005)', 'Home (2015)']"
609,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
610,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
